id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
25382,VA50,small_airport,Woods Farm Airstrip,37.71509933,-77.30249786,57,NA,US,US-VA,Hanover,no,VA50,,VA50,,,
25410,VA78,heliport,White Oak Farm Heliport,37.07155228,-76.87446594,91,NA,US,US-VA,Surry,no,VA78,,VA78,,,
25413,VA81,small_airport,Cub Field,37.94540024,-77.8993988,396,NA,US,US-VA,Mineral,no,VA81,,VA81,,,
25420,VA88,heliport,Sentara Norfolk General Hospital Heliport,36.86130142,-76.3035965,10,NA,US,US-VA,Norfolk,no,VA88,,VA88,,,
29338,ESKS,closed,Strängnäs Air Base,59.3138,17.1091,115,EU,SE,SE-D,Strängnäs,no,,,,https://web.archive.org/web/20190911041112/http://www.bunkertours.se/flygvapnet/?wppa-occur=1&wppa-cover=0&wppa-album=10,https://en.wikipedia.org/wiki/Bas_60#List_of_Bas_60_air_bases,"ESKS, Anl 176"
2662,ESMA,closed,Emmaboda Airfield,56.610802,15.6048,442,EU,SE,SE-H,Emmaboda,no,ESMA,,,,,
29345,ESMF,small_airport,Fagerhult Airport,56.38790131,13.47060013,378,EU,SE,SE-M,Fagerhult,no,ESMF,,,,,
29347,ESMI,small_airport,Sjöbo/Sövde Airport,55.59820175,13.67469978,118,EU,SE,SE-M,Sövdeborg,no,ESMI,,,http://www.sjoboflyg.se/esmi.php,,
29348,ESMJ,small_airport,Kågeröd Simmelsberga Airport,55.994701,13.0509,276,EU,SE,SE-M,Kågeröd,no,ESMJ,,,,,
29349,ESMR,closed,Trelleborg Airport,55.38330078,13.03100014,,EU,SE,SE-M,Trelleborg,no,ESMR,,,,,Maglarp Airport
29354,ESNB,small_airport,Sollefteå Airport,63.1711998,16.98520088,,EU,SE,SE-Y,Sollefteå,no,ESNB,,,,,
2687,ESNS,medium_airport,Skellefteå Airport,64.62480164,21.07690048,157,EU,SE,SE-AC,Skellefteå,yes,ESNS,SFT,,,https://en.wikipedia.org/wiki/Skellefte%C3%A5_Airport,
26470,VCCN,small_airport,Katukurunda Air Force Base,6.552120209,79.97750092,10,AS,LK,LK-1,Kalutara,no,VCCN,KTY,VC14,,https://en.wikipedia.org/wiki/Katukurunda_Airport,SLAF Katukurunda
4392,VCCS,small_airport,Sigiriya Air Force Base,7.956669807,80.72850037,630,AS,LK,LK-2,Sigiriya,no,VCCS,GIU,,http://www.airforce.lk/pages.php?pages=sigiriya,,"VC15, SLAF Sigiriya"
29359,ESOL,small_airport,Lemstanas Airport,60.58789825,16.58679962,,EU,SE,SE-X,Storvik,no,ESOL,,,,,
323864,MX-0463,heliport,Farallon Heliport,19.322728,-99.204347,7677,NA,MX,MX-DIF,Alvaro Obregon,no,,,HFN,,,
29365,ESSG,small_airport,Ludvika Airport,60.0882988,15.09640026,,EU,SE,SE-W,Ludvika,no,ESSG,,,,,
40352,VE-0003,heliport,Acarigua  Heliport,9.538332939,-69.23000336,705,SA,VE,VE-P,Acarigua,no,,,,,,
29368,ESSM,small_airport,Brattforshede Airport,59.60839844,13.91230011,,EU,SE,SE-S,Lindfors,no,ESSM,,,,,
40365,VE-0016,small_airport,Asita Airport,5.199999809,-65.58333588,690,SA,VE,VE-Z,,no,,,,,,
2712,ESTL,medium_airport,Ljungbyhed Airport,56.08280182,13.21249962,140,EU,SE,SE-M,Ljungbyhed,no,ESTL,,,,,
320164,CA-0597,closed,Fort Good Hope Water Aerodrome,66.251502,-128.6497,58,NA,CA,CA-NT,Fort Good Hope,no,,,EP7,,,
40380,VE-0031,small_airport,Camani Airport,5.108333111,-66.2583313,370,SA,VE,VE-Z,,no,,,,,,
40388,VE-0039,heliport,Caripe  Heliport,10.15555573,-63.5,4255,SA,VE,VE-N,Caripe,no,,,,,,
40390,VE-0041,small_airport,Carona Airport,4.599999905,-63.93333435,1169,SA,VE,VE-F,Simaraña,no,,,,,,
29387,ESVG,small_airport,Gagnef Airport,60.55170059,15.08160019,,EU,SE,SE-W,Djurås,no,ESVG,,,,,
40396,VE-0047,heliport,Cerro El Divorcio  Heliport,10.09166718,-63.80699921,4930,SA,VE,VE-N,Cerro El Divorcio,no,,,,,,
29391,ESVQ,small_airport,Köping Airport,59.52750015,15.96969986,,EU,SE,SE-U,Köping,no,ESVQ,,,,,
40403,VE-0054,heliport,Clínica Avila Heliport,10.51650047,-66.8660965,3106,SA,VE,VE-A,Chacao,no,,,,,,
40406,VE-0057,small_airport,El Carmen Airport,6.150000095,-67.06666565,213,SA,VE,VE-F,,no,,,,,,
40409,VE-0060,heliport,El Encantado  Heliport,10.45199966,-66.7947998,328,SA,VE,VE-M,El Encantado,no,,,,,,
40411,VE-0062,small_airport,El Samán de Barinas Airport,8.543333054,-70.16666412,510,SA,VE,VE-E,,no,,,,,,
2725,ETHL,medium_airport,Laupheim Air Base,48.220299,9.91002,1766,EU,DE,DE-BW,,no,ETHL,,,,https://en.wikipedia.org/wiki/Laupheim_Air_Base,
2729,ETHS,medium_airport,Fassberg Air Base,52.919399,10.185827,245,EU,DE,DE-NI,,no,ETHS,,,,https://en.wikipedia.org/wiki/Fa%C3%9Fberg_Air_Base,Faßberg
2730,ETIC,medium_airport,Grafenwohr Army Air Field,49.69869995,11.94019985,1363,EU,DE,DE-BY,,no,ETIC,,,,,
31022,ETNA,closed,Ahlhorn Air Force Base,52.882999,8.233,162,EU,DE,DE-NI,Ahlhorn,no,ETNA,,,,,
2738,ETNJ,closed,Jever Air Base,53.533501,7.88867,24,EU,DE,DE-NI,,no,ETNJ,,,,https://de.wikipedia.org/wiki/Flugplatz_Jever,
40440,VE-0091,small_airport,Hato San Leonardo Airport,6.989999771,-68.26166534,511,SA,VE,VE-C,,no,,,,,,
40450,VE-0101,small_airport,Kanarakuni Sur Airport,4.416666985,-64.1166687,1503,SA,VE,VE-F,,no,,,,,,
2755,ETSN,medium_airport,Neuburg AFB,48.710999,11.2115,1249,EU,DE,DE-BY,Neuburg (Donau),no,ETSN,,,,,
44007,EVAD,small_airport,Adazi Airfield,57.098598,24.2658,8,EU,LV,LV-RI,Adazi,no,EVAD,,,http://airfield-adazi.lv,,Carnicava Airfield
308833,EVAP,heliport,AMO Plant Heliport,56.6656,23.7792,7,EU,LV,LV-JEL,Jelgava,no,EVAP,,,,,
308829,EVJC,heliport,Nākotne Centra Jaunzemji Heliport,56.606284,23.452138,46,EU,LV,LV-JL,Nākotne,no,EVJC,,,,,
40474,VE-0125,heliport,Mantenimiento Del Via  SRL Heliport,10.61620045,-66.82520294,10,SA,VE,VE-X,,no,,,,,,
40477,VE-0128,small_airport,Marueta Airport,4.301667213,-66.29666901,383,SA,VE,VE-Z,,no,,,,,,
29708,EYBI,small_airport,Biržai Airport,56.17580032,24.76029968,190,EU,LT,LT-PN,Biržai,no,EYBI,,,,,
29829,EYDR,small_airport,Druskininkai Airport,54.01530075,23.94309998,302,EU,LT,LT-AL,Druskininkai,no,EYDR,,,,,
43204,EYJB,small_airport,Jurbarkas Aerodromas,55.11804962,22.7648735,,EU,LT,LT-TA,Jurbarkas,no,EYJB,,,,,
40503,VE-0154,heliport,Planta Lama  Heliport,9.93350029,-71.64333344,43,SA,VE,VE-V,,no,,,,,,
40506,VE-0157,heliport,Planta Sidor  Heliport,5.699260235,-67.59950256,187,SA,VE,VE-Z,Puerto Ayacucho,no,,,,,,
30347,EYRO,small_airport,Rojūnai Airport,55.6108017,24.2208004,180,EU,LT,LT-PN,Rojūnai,no,EYRO,,,,,
34994,EYRU,small_airport,Jonava Airport,55.00999832,24.36330032,246,EU,LT,LT-KU,Jonava,no,EYRU,,,,https://en.wikipedia.org/wiki/Jonava_Airport,Rukla
2764,EYSA,medium_airport,Šiauliai International Airport,55.89390182,23.39500046,443,EU,LT,LT-SA,Šiauliai,no,EYSA,SQQ,,http://www.airport.siauliai.lt/,https://en.wikipedia.org/wiki/%C5%A0iauliai_International_Airport,"Zokniai Airport, Zoknių oro uostas"
30403,EYSE,small_airport,Šeduva Airport,55.74639893,23.80470085,259,EU,LT,LT-SA,Šeduva / Šiauliai,no,EYSE,,,,,
30236,EYVP,small_airport,Paluknys Airfield,54.484848,24.987373,400,EU,LT,LT-VL,Paluknys,no,EYVP,,,http://sklandymas.lt/,,
17185,F04,closed,Saginaw Airport,32.862597,-97.378098,770,NA,US,US-TX,Fort Worth,no,,,,,,F04
40530,VE-0181,small_airport,San Simón de Cocuy Airport,1.255200028,-66.82630157,340,SA,VE,VE-Z,,no,,,,,,
17192,F78,small_airport,Horseshoe Bend Airport,32.57289886,-97.87249756,715,NA,US,US-TX,Weatherford,no,F78,,F78,,,
17194,F92,small_airport,Kingfisher Airport,35.87509918,-97.95249939,1067,NA,US,US-OK,Kingfisher,no,F92,,F92,,,
40551,VE-0202,small_airport,Yajanamateli Airport,3.616667032,-65.19999695,757,SA,VE,VE-Z,,no,,,,,,
17240,FA50,small_airport,Wings-N-Wheels Airport,29.3614006,-82.14980316,82,NA,US,US-FL,Reddick,no,FA50,,FA50,,,
17253,FA63,closed,Leffler Airport,28.9636,-81.121399,43,NA,US,US-FL,Alamana,no,,,,,,"X76, FA63"
26513,VEMR,medium_airport,Dimapur Airport,25.88389969,93.77110291,487,AS,IN,IN-NL,Dimapur,yes,VEMR,DMU,,,https://en.wikipedia.org/wiki/Dimapur_Airport,
17268,FA81,small_airport,Tavernaero Park Airport,25.00869942,-80.53309631,10,NA,US,US-FL,Tavernier,no,FA81,,FA81,,,
26520,VERK,medium_airport,Rourkela Airport,22.256701,84.814598,659,AS,IN,IN-OR,,no,VERK,RRK,,,https://en.wikipedia.org/wiki/Rourkela_Airport,
29643,FAAE,small_airport,Aberdeen Airport,-32.46670151,24.06669998,2461,AF,ZA,ZA-EC,Aberdeen,no,FAAE,,,,,
25455,VG20,small_airport,Onley Airport,37.67509842,-75.7098999,45,NA,US,US-VA,Onley,no,VG20,,VG20,,,
37177,SNMV,small_airport,Fazenda Flávia Airport,-18.35000038,-53.75,1250,SA,BR,BR-MS,Alcinópolis,no,SNMV,,,,,
14733,86OK,heliport,St Francis Hospital Vinita Heliport,36.653438,-95.156666,700,NA,US,US-OK,Vinita,no,86OK,,86OK,,,"Craig Heliport, Craig General Hospital"
25467,VG33,small_airport,Bull Farm Airport,37.15459824,-75.95690155,18,NA,US,US-VA,Cape Charles,no,VG33,,VG33,,,
25468,VG34,small_airport,Merifield Airport,36.58459854,-78.50080109,355,NA,US,US-VA,Clarksville,no,VG34,,VG34,,,
25470,VG36,small_airport,Keysville Airport,37.03820038,-78.46279907,627,NA,US,US-VA,Keysville,no,VG36,,VG36,,,
25473,VG39,small_airport,Earth Airport,37.22079849,-76.00749969,9,NA,US,US-VA,Cape Charles,no,VG39,,VG39,,,
29756,FACN,small_airport,Carnarvon Airport,-30.98859978,22.13170052,4160,AF,ZA,ZA-NC,Carnarvon,no,FACN,,,,,
41186,FACR,small_airport,Carltonville Airport,-26.36666679,27.34666634,5000,AF,ZA,ZA-GT,Carltonville,no,FACR,,,,,
41297,FACY,small_airport,Stilbaai Airport,-34.35179901,21.42480087,266,AF,ZA,ZA-WC,Stilbaai,no,FACY,,,,,
45875,VG59,heliport,Cedar Point Landing Heliport,37.069444,-80.649444,1865,NA,US,US-VA,Dublin,no,VG59,,VG59,,,
45884,VG64,small_airport,Lee Field,37.5615,-76.852528,20,NA,US,US-VA,West Point,no,VG64,,VG64,,,
2778,FADN,small_airport,Air Force Base Durban,-29.9701,30.9505,33,AF,ZA,ZA-NL,Durban,no,FADN,,,,https://en.wikipedia.org/wiki/Durban_International_Airport,"Louis Botha International Airport, DUR, Durban International Airport"
2780,FAEO,medium_airport,Ermelo Airport,-26.49559975,29.97979927,5700,AF,ZA,ZA-MP,Ermelo,no,FAEO,,,,,
41217,FAFG,small_airport,Flamingo Vlei Airport,-30.49099922,21.12170029,3248,AF,ZA,ZA-NC,Flamingo Vlei,no,FAFG,,,,,
3325,VI57,small_airport,Thoise Airport,34.65259933,77.37580109,10046,AS,IN,IN-JK,,no,VI57,,VI57,,,
29879,FAFW,small_airport,Freeway Airport,-25.47719955,28.29000092,3819,AF,ZA,ZA-GT,Kromdraai,no,FAFW,,,,,
27283,FAGI,small_airport,Giyani Airport,-23.2833004,30.64999962,1584,AF,ZA,ZA-NP,Giyani,no,FAGI,GIY,,,,
29907,FAGO,small_airport,Gowrie Airport,-24.7371653,31.56028748,1200,AF,ZA,ZA-MP,,no,FAGO,,,,,
2788,FAHA,small_airport,Harmony Airport,-28.07869911,26.86120033,4399,AF,ZA,ZA-FS,Virginia,no,FAHA,,,,,
41269,FAHB,small_airport,Hartebeespoortdam Airport,-24.50239944,28.07909966,3740,AF,ZA,ZA-NP,Hartebeespoort,no,FAHB,,,,,
29964,FAHC,small_airport,Howick Airport,-29.55279922,30.21109962,3619,AF,ZA,ZA-NL,Howick,no,FAHC,,,,,
26543,VIBK,medium_airport,Nal Airport,28.07060051,73.2071991,750,AS,IN,IN-RJ,Bikaner,no,VIBK,BKB,,,,Nal Air Force Station
29935,FAHI,small_airport,Halfweg Airport,-30.01329994,20.13920021,3159,AF,ZA,ZA-NC,Halfweg,no,FAHI,,,,,
29937,FAHJ,small_airport,Harding Airport,-30.56669998,29.88330078,2890,AF,ZA,ZA-NL,Harding,no,FAHJ,,,,,
29932,FAHK,small_airport,Haakdoornboom Airport,-25.58720016,28.11580086,4055,AF,ZA,ZA-GT,Haakdoornboom,no,FAHK,,,,,
26552,VIDD,medium_airport,Safdarjung Airport,28.58449936,77.20580292,705,AS,IN,IN-DL,,no,VIDD,,,,https://en.wikipedia.org/wiki/Safdarjung_Airport,
2790,FAHS,small_airport,Hoedspruit Air Force Base Airport,-24.36860085,31.04870033,1743,AF,ZA,ZA-NP,Hoedspruit,yes,FAHS,HDS,,,https://en.wikipedia.org/wiki/Hoedspruit_Airport#Eastgate_Airport,
29950,FAHU,small_airport,H M S Bastard Memorial Airport,-30.54249954,29.49900055,4701,AF,ZA,ZA-NL,H.M.S.Bastard Memorial,no,FAHU,,,,,
26572,VIPL,small_airport,Patiala Airport,30.31480026,76.36450195,820,AS,IN,IN-PB,,no,VIPL,,,,,
26573,VIPT,medium_airport,Pantnagar Airport,29.0334,79.473701,769,AS,IN,IN-UP,Pantnagar,yes,VIPT,PGH,,,,Panthnagar
26578,VISR,medium_airport,Sheikh ul Alam Airport,33.98709869,74.77420044,5429,AS,IN,IN-JK,Srinagar,yes,VISR,SXR,,,https://en.wikipedia.org/wiki/Srinagar_Airport,Srinagar Air Force Station
26579,VIST,small_airport,Satna Airport,24.5623,80.854897,1060,AS,IN,IN-MP,,yes,VIST,TNI,,,https://en.wikipedia.org/wiki/Satna_Airport,
2797,FAKS,small_airport,Kroonstad Airport,-27.66060066,27.31579971,4700,AF,ZA,ZA-FS,Kroonstad,no,FAKS,,,,,
5666,RKUL,small_airport,G 536 Airport,36.269402,127.113998,104,AS,KR,KR-44,Songdang-ri,no,RKUL,,,,,"RKUL, G 536, G-536, Songdang"
26585,VLPV,small_airport,Phonesavanh Airport,19.45490074,103.2180023,3628,AS,LA,LA-XI,,no,VLPV,,,,,
26587,VLSN,medium_airport,Sam Neua Airport,20.41839981,104.0670013,3281,AS,LA,LA-HO,,no,VLSN,NEU,,,,
2804,FALO,small_airport,Louis Trichardt Airport,-23.06189919,29.86470032,3025,AF,ZA,ZA-NP,Louis Trichardt,no,FALO,LCD,,,,
41247,FALQ,small_airport,El Mirador Airport,-28.98611069,29.47972298,3897,AF,ZA,ZA-NL,Ardmore,no,FALQ,,,,,
314655,VN-0009,heliport,Pearson Reef 'B' Helipad,8.959083,113.653409,,AS,VN,VN-U-A,Spratly Islands (disputed),no,,,,,,
316654,VN-0010,closed,Phu Quoc Airport,10.22700024,103.9670029,23,AS,VN,VN-47,Duong Dong,no,,,,,https://en.wikipedia.org/wiki/Phu_Quoc_Airport,
2811,FAMJ,small_airport,Majuba Power Station Airport,-27.07929993,29.7784996,5600,AF,ZA,ZA-MP,Amerspoort,no,FAMJ,,,,,
41289,FAMK,small_airport,Mafeking Airport,-25.81666756,25.61666679,4201,AF,ZA,ZA-NW,Mafeking,no,FAMK,,,,,
31712,VNJL,small_airport,Jumla Airport,29.2742,82.193298,7700,AS,NP,NP-KA,Jumla,yes,VNJL,JUM,,,https://en.wikipedia.org/wiki/Jumla_Airport,
308291,VNKL,small_airport,Kangel Danda Airport,27.41063331,86.646595,,AS,NP,NP-SA,,no,VNKL,,,,,
32209,VNRC,small_airport,Ramechhap Airport,27.3939991,86.06140137,1555,AS,NP,NP-JA,Ramechhap,no,VNRC,RHP,,,,
321387,CA-0676,closed,McIntosh Lake Water Aerodrome,45.6711,-78.7717,1414,NA,CA,CA-ON,Algonquin Provincial Park,no,,,NA7,,,
2826,FAPN,small_airport,Pilanesberg International Airport,-25.333799,27.173401,3412,AF,ZA,ZA-NW,Pilanesberg,yes,FAPN,NTY,,,https://en.wikipedia.org/wiki/Pilanesberg_International_Airport,
26420,UT1Q,small_airport,Pakhtakor Airport,40.25270081,67.91079712,1023,AS,UZ,UZ-JI,Pakhtakor,no,UT1Q,,UT1Q,,,
26601,VOAR,small_airport,Arkonam Airport,13.07120037,79.69120026,265,AS,IN,IN-TN,,no,VOAR,,,,https://en.wikipedia.org/wiki/Arakkonam_Naval_Air_Station,Arakkonam Naval Air Base
41138,FAPX,small_airport,Paradise Beach Airport,-34.10277939,24.88277817,15,AF,ZA,ZA-EC,Jeffreysbaal,no,FAPX,,,,,
25263,UT20,closed,Channel 4 Heliport,40.732396,-111.955002,4235,NA,US,US-UT,Salt Lake City,no,,,,,,UT20
26606,VOBZ,medium_airport,Vijayawada Airport,16.530399,80.796799,82,AS,IN,IN-AP,Gannavaram,yes,VOBZ,VGA,,https://www.aai.aero/en/airports/vijayawada,https://en.wikipedia.org/wiki/Vijayawada_Airport,
2830,FAQT,medium_airport,Queenstown Airport,-31.92020035,26.88220024,3637,AF,ZA,ZA-EC,Queenstown,no,FAQT,UTW,,,,
26610,VOCL,large_airport,Calicut International Airport,11.13679981,75.95529938,342,AS,IN,IN-KL,Calicut,yes,VOCL,CCJ,,,https://en.wikipedia.org/wiki/Calicut_International_Airport,
26611,VOCP,medium_airport,Kadapa Airport,14.51,78.772778,430,AS,IN,IN-AP,Kadapa,yes,VOCP,CDP,,,https://en.wikipedia.org/wiki/Kadapa_Airport,
25265,UT22,heliport,Western Surgery Center Heliport,41.74720001,-111.8170013,4465,NA,US,US-UT,Logan,no,UT22,,UT22,,,
44630,VOKP,small_airport,Koppal Aerodrome,15.35910034,76.21929932,1700,AS,IN,IN-KA,Koppal,no,VOKP,,,,,
30400,FASG,small_airport,Schweizer Reneke Airport,-27.16309929,25.28610039,4373,AF,ZA,ZA-NW,Schweizer Reneke,no,FASG,,,,,
26624,VOSM,medium_airport,Salem Airport,11.7833004,78.06559753,1008,AS,IN,IN-TN,Salem,no,VOSM,SXV,,,https://en.wikipedia.org/wiki/Salem_Airport_(India),
32647,VOWA,small_airport,Warangal Airport,17.9144,79.602203,935,AS,IN,IN-TG,Warangal,no,VOWA,WGC,,http://aai.aero/allAirports/warrangal.jsp,https://en.wikipedia.org/wiki/Warangal_Airport,Warrangal
26631,VOYK,small_airport,Yelahanka Air Force Station,13.13549995,77.60600281,3045,AS,IN,IN-KA,Yelahanka,no,VOYK,,,,https://en.wikipedia.org/wiki/Yelahanka_Air_Force_Station,
30485,FATH,small_airport,Thohoyandou Airport,-23.07690048,30.38360023,2021,AF,ZA,ZA-NP,Thohoyandou,no,FATH,THY,,,,
308995,VQGP,medium_airport,Gelephu Airport,26.88456,90.46412,980,AS,BT,BT-31,Gelephu,no,VQGP,GLU,,,https://en.wikipedia.org/wiki/Gelephu_Airport,
321776,VQTU,heliport,Thimphu Heliport,27.4513,89.6557,7608,AS,BT,BT-15,Thimphu,no,VQTU,,,,,QJC
2848,FAUT,medium_airport,K. D. Matanzima Airport,-31.54636318,28.6733551,2400,AF,ZA,ZA-EC,Mthatha,yes,FAUT,UTT,,,https://en.wikipedia.org/wiki/K.D._Matanzima_Airport,Umtata
25500,VT03,small_airport,Maule's Roost Airport,44.08869934,-72.98090363,1100,NA,US,US-VT,Lincoln,no,VT03,,VT03,,,
27298,FAWA,small_airport,Warmbaths Airport,-24.90999985,28.29999924,3655,AF,ZA,ZA-NP,Warmbaths,no,FAWA,,,,,
31060,FAWN,small_airport,Winburg Airport,-28.5,27.01666641,4800,AF,ZA,ZA-FS,Winburg,no,FAWN,,,,,
31063,FAZA,small_airport,Zastron Airport,-30.29999924,27.11700058,4265,AF,ZA,ZA-FS,Zastron,no,FAZA,,,,,
326990,FBAL,small_airport,Alpha Airfield,-25.198058,25.721603,3798,AF,BW,BW-SE,Lobatse,no,FBAL,,,,,
25537,VT41,closed,Moore's Field,42.924198,-72.5298,310,NA,US,US-VT,Brattleboro,no,,,,,,VT41
25538,VT42,small_airport,Two Tails Airport,44.51259995,-72.60710144,754,NA,US,US-VT,Morrisville,no,VT42,,VT42,,,
325137,CA-0696,closed,Charlottetown Water Aerodrome,46.217852,-63.138428,,NA,CA,CA-PE,Charlottetown,no,,,DR4,,,
25549,VT54,heliport,R G Newsome Heliport,43.6515007,-72.42230225,660,NA,US,US-VT,Quechee,no,VT54,,VT54,,,
25550,VT55,small_airport,Brandon Airport,43.90119934,-72.582901,710,NA,US,US-VT,Randolph,no,VT55,,VT55,,,
317672,FBKP,small_airport,Kings Pool Airport,-18.441959,23.688716,3100,AF,BW,BW-NW,Kings Pool,no,FBKP,,,,,FB33
315195,VTA,small_airport,Victoria Airport,14.9344,-87.394,1200,NA,HN,HN-YO,Victoria,no,,,,,https://en.wikipedia.org/wiki/Victoria_Airport_(Honduras),
31067,FBMG,small_airport,Machaneng Airport,-23.18455,27.501029,2900,AF,BW,BW-CE,Machaneng,no,FBMG,,,,https://en.wikipedia.org/wiki/Machaneng_Airport,
32594,VTBN,small_airport,Prachuap Khiri Khan Airport,12.41720009,99.86940002,,AS,TH,TH-77,Prachuap Khiri Khan,no,VTBN,,,,,
317690,FBNX,small_airport,Nxamaseri Airport,-18.5992,22.0696,3245,AF,BW,BW-NW,Nxamaseri Lodge,no,FBNX,,,,,Nxamasire
26660,VTPO,medium_airport,Sukhothai Airport,17.23800087,99.81819916,179,AS,TH,TH-64,,yes,VTPO,THS,,,https://en.wikipedia.org/wiki/Sukhothai_Airport,
27305,FBXG,small_airport,Xugana Airport,-19.04999924,23.09000015,,AF,BW,BW-NW,,no,FBXG,,,,,
26668,VTSF,medium_airport,Nakhon Si Thammarat Airport,8.539620399,99.94470215,13,AS,TH,TH-80,Nakhon Si Thammarat,yes,VTSF,NST,,,https://en.wikipedia.org/wiki/Nakhon_Si_Thammarat_Airport,ท่าอากาศยานนครศรีธรรมราช
31084,FCMD,small_airport,Sidetra Airport,-2.867000103,12.86699963,2133,AF,CG,CG-9,Sidetra,no,FCMD,,,,,
31087,FCMI,small_airport,Irogo Airport,-2.717000008,11.88300037,919,AF,CG,CG-9,Irogo,no,FCMI,,,,,
31090,FCMN,small_airport,N'gongo Airport,-2.98300004,12.19999981,906,AF,CG,CG-9,N'gongo,no,FCMN,,,,,
26690,VVBM,medium_airport,Buon Ma Thuot Airport,12.66829968,108.1200027,1729,AS,VN,VN-33,Buon Ma Thuot,yes,VVBM,BMV,,,https://en.wikipedia.org/wiki/Buon_Ma_Thuot_Airport,
31917,FCOM,small_airport,Makoua Airport,-0.017000001,15.58300018,1293,AF,CG,CG-8,Makoua,no,FCOM,MKJ,,,,
26702,VVPB,medium_airport,Phu Bai Airport,16.4015007,107.7030029,48,AS,VN,VN-56,Hue,yes,VVPB,HUI,,,https://en.wikipedia.org/wiki/Phu_Bai_Airport,Phubai
26703,VVPC,medium_airport,Phu Cat Airport,13.955,109.042,80,AS,VN,VN-31,Quy Nohn,yes,VVPC,UIH,,https://vietnamairport.vn/phucatairport/,https://en.wikipedia.org/wiki/Phu_Cat_Airport,Phucat
26704,VVPK,medium_airport,Pleiku Airport,14.00450039,108.0169983,2434,AS,VN,VN-30,Pleiku,yes,VVPK,PXU,,,https://en.wikipedia.org/wiki/Pleiku_Air_Base,
26705,VVPQ,medium_airport,Phu Quoc International Airport,10.1698,103.9931,37,AS,VN,VN-47,Phu Quoc Island,yes,VVPQ,PQC,,,https://en.wikipedia.org/wiki/Phu_Quoc_International_Airport,
26706,VVPR,small_airport,Phan Rang Airport,11.6335001,108.9520035,101,AS,VN,VN-07,Phan Rang,no,VVPR,PHA,,,,
32580,VVRG,medium_airport,Rach Gia Airport,9.958029972,105.1323795,7,AS,VN,VN-47,Rach Gia,yes,VVRG,VKG,,,https://en.wikipedia.org/wiki/Rach_Gia_Airport,
17278,FD07,heliport,Johnson Heliport,27.98699951,-82.71869659,57,NA,US,US-FL,Safety Harbor,no,FD07,,FD07,,,
16536,CA05,small_airport,Machado Dusters Airport,36.16019821,-119.8130035,192,NA,US,US-CA,Stratford,no,CA05,,CA05,,,
29949,VYHB,small_airport,Hmawbi Air Base,17.11669922,96.0667038,69,AS,MM,MM-06,Hmawbi,no,VYHB,,,,,Hmawby
31749,VYKI,small_airport,Kanti Airport,25.98830032,95.67440033,6000,AS,MM,MM-01,Kanti,yes,VYKI,KHM,,,,
26721,VYKL,small_airport,Kalay Airport,23.18880081,94.05110168,499,AS,MM,MM-01,Kalemyo,no,VYKL,KMV,,,,
30051,VYKU,small_airport,Kyauktu Airport,21.39999962,94.13330078,1250,AS,MM,MM-03,Kyauktu,no,VYKU,KYT,,,,
32606,VYLN,small_airport,Lonekin Airport,25.64999962,96.36699677,1010,AS,MM,MM-11,Lonekin,no,VYLN,,,,,
17310,FD39,small_airport,Flying Cow Air Ranch Airport,27.1556,-80.691704,19,NA,US,US-FL,Okeechobee,no,FD39,,FD39,,,Baggett Airpark
31897,VYMT,small_airport,Mong Tong Airport,20.29669952,98.89890289,1840,AS,MM,MM-17,Mong Tong,no,VYMT,MGK,,,,
32611,VYMU,small_airport,Myauk U Airport,20.56699944,93.19999695,60,AS,MM,MM-16,Myauk U,no,VYMU,,,,,
17322,FD51,small_airport,Summerland Key Cove Airport,24.658796,-81.445341,4,NA,US,US-FL,Summerland Key,no,FD51,,FD51,,,
17325,FD54,heliport,Orlando Helitours Heliport,28.3345,-81.503765,80,NA,US,US-FL,Kissimmee,no,FD54,,FD54,,,"kissimmee, gold eagle, orlando helitours"
17330,FD59,closed,Babcock H.Q. Airport,26.869499,-81.717598,34,NA,US,US-FL,Punta Gorda,no,,,,,,FD59
26736,VYPN,small_airport,Pathein Airport,16.815201,94.7799,20,AS,MM,MM-07,Pathein,yes,VYPN,BSX,,,https://en.wikipedia.org/wiki/Pathein_Airport,Bassein
17344,FD75,closed,Gulf Aerospace Heliport,28.0411,-82.655098,48,NA,US,US-FL,Oldsmar,no,,,,,,FD75
25564,W04,small_airport,Ocean Shores Municipal Airport,47.00370026,-124.1439972,13,NA,US,US-WA,Ocean Shores,no,W04,,W04,,,
25565,W07,small_airport,Leon Airport,38.70349884,-81.95220184,563,NA,US,US-WV,Leon,no,W07,,W07,,,
25574,W23,small_airport,Wild Rose Idlewild Airport,44.19779968,-89.21790314,908,NA,US,US-WI,Wild Rose,no,W23,,W23,,,
25578,W29,small_airport,Bay Bridge Airport,38.97639847,-76.32959747,15,NA,US,US-MD,Stevensville,no,W29,,W29,,,
25590,W56,small_airport,Fly For Fun Airport,45.68730164,-122.5220032,297,NA,US,US-WA,Vancouver,no,W56,,W56,,,
25592,W58,small_airport,Cedars North Airpark,45.76459885,-122.5149994,275,NA,US,US-WA,Battle Ground,no,W58,,W58,,,
